BIZDATE,ITEMCODE,Record_Count,brand_1_STORE_CODE_Count,brand_2_STORE_CODE_Count,brand_6_STORE_CODE_Count,Spring_Eve,holiday,comp,recomm,photo,temp
"2016-09-22","2040013",152.000000,36,169,1,0,0,0,1,0,27
"2016-09-22","2040009",79.000000,36,169,1,0,0,0,1,1,27
"2016-09-22","2060014",23.000000,36,169,1,0,0,0,1,0,27
"2016-09-23","2050010",179.000000,36,169,1,0,0,0,1,0,27
"2016-09-23","2040014",51.000000,36,169,1,0,0,0,1,1,27
"2016-09-23","2040042",25.000000,36,169,1,0,0,0,1,1,27
"2016-09-23","2060009",14.000000,36,169,1,0,0,0,1,0,27
"2016-09-23","2040012",19.000000,36,169,1,0,0,0,1,1,27
"2016-09-23","2040005",21.000000,36,169,1,0,0,0,2,1,27
"2016-09-23","2040031",26.000000,36,169,1,0,0,0,1,1,27
"2016-09-23","2040015",42.000000,36,169,1,0,0,0,1,0,27
"2016-09-23","2040023",63.000000,36,169,1,0,0,0,1,1,27
"2016-09-23","2040006",34.000000,36,169,1,0,0,0,1,1,27
"2016-09-23","2060008",13.000000,36,169,1,0,0,0,1,0,27
"2016-09-23","2040009",50.000000,36,169,1,0,0,0,1,1,27
"2016-09-23","2040013",140.000000,36,169,1,0,0,0,1,0,27
"2016-09-23","2050009",24.000000,36,169,1,0,0,0,1,1,27
"2016-09-23","2060014",22.000000,36,169,1,0,0,0,1,0,27
"2016-09-24","2040042",24.000000,36,169,1,0,0,0,1,1,28
"2016-09-24","2060009",7.000000,36,169,1,0,0,0,1,0,28
"2016-09-24","2040012",21.000000,36,169,1,0,0,0,1,1,28
"2016-09-24","2040005",26.000000,36,169,1,0,0,0,2,1,28
"2016-09-24","2050009",33.000000,36,169,1,0,0,0,1,1,28
"2016-09-24","2040009",29.000000,36,169,1,0,0,0,1,1,28
"2016-09-24","2060014",5.000000,36,169,1,0,0,0,1,0,28
"2016-09-24","2040014",58.000000,36,169,1,0,0,0,1,1,28
"2016-09-24","2040013",103.000000,36,169,1,0,0,0,1,0,28
"2016-09-24","2060008",8.000000,36,169,1,0,0,0,1,0,28
"2016-09-24","2040006",40.000000,36,169,1,0,0,0,1,1,28
"2016-09-24","2040023",42.000000,36,169,1,0,0,0,1,1,28
"2016-09-24","2040015",34.000000,36,169,1,0,0,0,1,0,28
"2016-09-24","2040031",32.000000,36,169,1,0,0,0,1,1,28
"2016-09-24","2050010",142.000000,36,169,1,0,0,0,1,0,28
"2016-09-25","2040013",112.000000,36,170,1,0,0,0,1,0,29
"2016-09-25","2050009",36.000000,36,170,1,0,0,0,1,1,29
"2016-09-25","2040009",50.000000,36,170,1,0,0,0,1,1,29
"2016-09-25","2060014",8.000000,36,170,1,0,0,0,1,0,29
"2016-09-25","2040006",47.000000,36,170,1,0,0,0,1,1,29
"2016-09-25","2060008",11.000000,36,170,1,0,0,0,1,0,29
"2016-09-25","2040023",54.000000,36,170,1,0,0,0,1,1,29
"2016-09-25","2040015",42.000000,36,170,1,0,0,0,1,0,29
"2016-09-25","2040031",31.000000,36,170,1,0,0,0,1,1,29
"2016-09-25","2050010",165.000000,36,170,1,0,0,0,1,0,29
"2016-09-25","2040014",41.000000,36,170,1,0,0,0,1,1,29
"2016-09-25","2040042",24.000000,36,170,1,0,0,0,1,1,29
"2016-09-25","2060009",16.000000,36,170,1,0,0,0,1,0,29
"2016-09-25","2040012",36.000000,36,170,1,0,0,0,1,1,29
"2016-09-25","2040005",38.000000,36,170,1,0,0,0,2,1,29
"2016-09-26","2040013",87.000000,36,170,1,0,0,0,1,0,31
"2016-09-26","2050009",20.000000,36,170,1,0,0,0,1,1,31
"2016-09-26","2060008",7.000000,36,170,1,0,0,0,1,0,31
"2016-09-26","2060014",6.000000,36,170,1,0,0,0,1,0,31
"2016-09-26","2040009",25.000000,36,170,1,0,0,0,1,1,31
"2016-09-26","2040006",22.000000,36,170,1,0,0,0,1,1,31
"2016-09-26","2040023",28.000000,36,170,1,0,0,0,1,1,31
"2016-09-26","2040015",16.000000,36,170,1,0,0,0,1,0,31
"2016-09-26","2040031",22.000000,36,170,1,0,0,0,1,1,31
"2016-09-26","2050010",86.000000,36,170,1,0,0,0,1,0,31
"2016-09-26","2040014",35.000000,36,170,1,0,0,0,1,1,31
"2016-09-26","2040042",17.000000,36,170,1,0,0,0,1,1,31
"2016-09-26","2060009",9.000000,36,170,1,0,0,0,1,0,31
"2016-09-26","2040012",16.000000,36,170,1,0,0,0,1,1,31
"2016-09-26","2040005",28.000000,36,170,1,0,0,0,2,1,31
"2016-09-27","2060008",10.000000,36,170,1,0,0,0,1,0,30
"2016-09-27","2040006",39.000000,36,170,1,0,0,0,1,1,30
"2016-09-27","2040023",63.000000,36,170,1,0,0,0,1,1,30
"2016-09-27","2040015",49.000000,36,170,1,0,0,0,1,0,30
"2016-09-27","2040031",43.000000,36,170,1,0,0,0,1,1,30
"2016-09-27","2050010",174.000000,36,170,1,0,0,0,1,0,30
"2016-09-27","2040014",51.000000,36,170,1,0,0,0,1,1,30
"2016-09-27","2040042",27.000000,36,170,1,0,0,0,1,1,30
"2016-09-27","2060009",23.000000,36,170,1,0,0,0,1,0,30
"2016-09-27","2040012",27.000000,36,170,1,0,0,0,1,1,30
"2016-09-27","2040005",33.000000,36,170,1,0,0,0,2,1,30
"2016-09-27","2040013",120.000000,36,170,1,0,0,0,1,0,30
"2016-09-27","2040009",46.000000,36,170,1,0,0,0,1,1,30
"2016-09-27","2060014",28.000000,36,170,1,0,0,0,1,0,30
"2016-09-27","2050009",40.000000,36,170,1,0,0,0,1,1,30
"2016-09-28","2040012",37.000000,36,172,1,0,0,0,1,1,28
"2016-09-28","2060009",13.000000,36,172,1,0,0,0,1,0,28
"2016-09-28","2040042",29.000000,36,172,1,0,0,0,1,1,28
"2016-09-28","2040014",87.000000,36,172,1,0,0,0,1,1,28
"2016-09-28","2040031",42.000000,36,172,1,0,0,0,1,1,28
"2016-09-28","2040015",95.000000,36,172,1,0,0,0,1,0,28
"2016-09-28","2040023",76.000000,36,172,1,0,0,0,1,1,28
"2016-09-28","2040006",55.000000,36,172,1,0,0,0,1,1,28
"2016-09-28","2060008",10.000000,36,172,1,0,0,0,1,0,28
"2016-09-28","2050010",217.000000,36,172,1,0,0,0,1,0,28
"2016-09-28","2060014",31.000000,36,172,1,0,0,0,1,0,28
"2016-09-28","2040009",59.000000,36,172,1,0,0,0,1,1,28
"2016-09-28","2050009",77.000000,36,172,1,0,0,0,1,1,28
"2016-09-28","2040013",173.000000,36,172,1,0,0,0,1,0,28
"2016-09-28","2040005",42.000000,36,172,1,0,0,0,2,1,28
"2016-09-29","2040042",34.000000,36,172,1,0,0,0,1,1,25
"2016-09-29","2040014",63.000000,36,172,1,0,0,0,1,1,25
"2016-09-29","2050010",229.000000,36,172,1,0,0,0,1,0,25
"2016-09-29","2040031",36.000000,36,172,1,0,0,0,1,1,25
"2016-09-29","2040015",91.000000,36,172,1,0,0,0,1,0,25
"2016-09-29","2040023",69.000000,36,172,1,0,0,0,1,1,25
"2016-09-29","2050009",83.000000,36,172,1,0,0,0,1,1,25
"2016-09-29","2060008",7.000000,36,172,1,0,0,0,1,0,25
"2016-09-29","2040006",46.000000,36,172,1,0,0,0,1,1,25
"2016-09-29","2060009",13.000000,36,172,1,0,0,0,1,0,25
"2016-09-29","2040012",42.000000,36,172,1,0,0,0,1,1,25
"2016-09-29","2040005",47.000000,36,172,1,0,0,0,2,1,25
"2016-09-29","2040013",177.000000,36,172,1,0,0,0,1,0,25
"2016-09-29","2040009",62.000000,36,172,1,0,0,0,1,1,25
"2016-09-29","2060014",20.000000,36,172,1,0,0,0,1,0,25
"2016-09-30","2040012",21.000000,36,171,1,0,0,0,1,1,28
"2016-09-30","2040014",68.000000,36,171,1,0,0,0,1,1,28
"2016-09-30","2040042",24.000000,36,171,1,0,0,0,1,1,28
"2016-09-30","2060009",9.000000,36,171,1,0,0,0,1,0,28
"2016-09-30","2040005",27.000000,36,171,1,0,0,0,2,1,28
"2016-09-30","2040013",106.000000,36,171,1,0,0,0,1,0,28
"2016-09-30","2050009",46.000000,36,171,1,0,0,0,1,1,28
"2016-09-30","2040009",53.000000,36,171,1,0,0,0,1,1,28
"2016-09-30","2050010",153.000000,36,171,1,0,0,0,1,0,28
"2016-09-30","2060014",16.000000,36,171,1,0,0,0,1,0,28
"2016-09-30","2060008",7.000000,36,171,1,0,0,0,1,0,28
"2016-09-30","2040006",37.000000,36,171,1,0,0,0,1,1,28
"2016-09-30","2040023",55.000000,36,171,1,0,0,0,1,1,28
"2016-09-30","2040015",54.000000,36,171,1,0,0,0,1,0,28
"2016-09-30","2040031",33.000000,36,171,1,0,0,0,1,1,28
"2016-10-01","2060014",3.000000,36,172,1,0,1,0,1,0,29
"2016-10-01","2060008",1.000000,36,172,1,0,1,0,1,0,29
"2016-10-01","2040006",33.000000,36,172,1,0,1,0,1,1,29
"2016-10-01","2040012",19.000000,36,172,1,0,1,0,1,1,29
"2016-10-01","2040009",54.000000,36,172,1,0,1,0,1,1,29
"2016-10-01","2050009",32.000000,36,172,1,0,1,0,1,1,29
"2016-10-01","2040013",80.000000,36,172,1,0,1,0,1,0,29
"2016-10-01","2050010",154.000000,36,172,1,0,1,0,1,0,29
"2016-10-01","2040005",19.000000,36,172,1,0,1,0,2,1,29
"2016-10-01","2060009",6.000000,36,172,1,0,1,0,1,0,29
"2016-10-01","2040042",23.000000,36,172,1,0,1,0,1,1,29
"2016-10-01","2040014",51.000000,36,172,1,0,1,0,1,1,29
